Text,Category
மின்சார நீராடும் குளங்கள் அறிமுகம்.,Humor
அரசியல்வாதிகள் மழைநாளில் வடிகாலையை சுத்தம் செய்தனர்,Humor
சாலையில் புதுப்பிக்கப்படும் பள்ளம் வரலாற்றுச் சின்னமாக அறிவிக்கப்பட்டது,Humor
பள்ளி மாணவர்கள் அரசியல்வாதிகளை எவ்வாறு நடக்க வேண்டும் என கற்றுக் கொடுத்தனர்,Humor
"நகர்ப்புற மந்திரி, தனி நேரத்தில் ஒரு மேயராக பணியாற்றுகிறார்",Humor
பொதுமக்கள் அரசின் தொலைபேசி சேவையை உதாரணமாக காட்டிக் கொண்டனர்,Humor
மாநகராட்சி துப்புரவு பணியாளர்கள் வழக்கறிஞர்களிடம் மரியாதை கற்றுக்கொடுத்தனர்,Humor
தேசிய விருது பெற்ற பயங்கரவாதி தனது ரோலுக்கு கண்ணீர் விடுகிறார்,Humor
பள்ளிக்கூடம் முடிந்தபின் மாணவர்கள் பேருந்து கண்ணாடி துடைத்தனர்,Humor
காவல்துறை அலுவலர்கள் சாலையில் நடந்து செல்லும் மக்களை ரசித்தனர்,Humor
நகர்ப்புற திருடன் பொது மக்களுக்கு பாதுகாப்பு ஆலோசனைகளை வழங்கினார்,Humor
அரசு அலுவலகத்தில் இன்று வேலை செய்யாத நாள்,Humor
கிராமப்புற பகுதியின் பசுமை மாறும் மாதிரியாக கணிக்கப்படுகிறது,Humor
பல்கலைக்கழக மாணவர்கள் காலையில் நிர்வாகிகளை விழித்தனர்,Humor
வானிலை அறிக்கை படி இன்று வானம் பச்சையாக மாறும்,Humor
அரசியல் கூட்டத்தில் பங்கேற்ற நாய்கள் நாய்கள்,Humor
ரயில் நிலையத்தில் டிக்கெட் இல்லாமல் பயணித்த அரசு அதிகாரிகள்,Humor
புதிய சட்டம்: அனைவரும் இரவு 9 மணிக்கு தூங்க வேண்டும்,Humor
கடற்கரையில் ஓசை இல்லாமல் அலைகள் அடித்தன,Humor
ஆசிரியர்கள் மாணவர்களிடம் அவர்களின் நீண்ட விடுமுறைகளை பற்றி கேள்விகள் கேட்டனர்,Humor
மருத்துவர்கள் மருந்துகள் மாறாக பழைய கதைகள் சொன்னனர்,Humor
நூலகத்தில் புத்தகங்கள் வாசகர்களுக்கு ஒப்படைக்க மறு மாற்றப்பட்டன,Humor
விவசாயிகள் விளை நிலங்களில் மாடுகள் வளர்த்தனர்,Humor
சுயேச்சை வேட்பாளர் கற்றுக்கொண்டார் அவர் தான் வென்றார்,Humor
நிஜ வாழ்க்கையில் ரோபோட்டுகள் மனிதர்களை போல் நடந்தன,Humor
தொலைக்காட்சியில் பணிபுரியும் மக்கள் நேரில் தெரிகின்றனர்,Humor
தானியங்கி வாகனங்கள் வாகன ஓட்டிகளை பயிற்சி செய்தன,Humor
விஞ்ஞானிகள் வெள்ளையன் பூனைக்கு ஒரு புத்தகம் எழுதியுள்ளனர்,Humor
பறவை அறிவியல் அறிஞர்கள் மாலை நேரத்தில் சூரியனை சந்தித்தனர்,Humor
சிறிய குழந்தைகள் ஒரு நாள் பள்ளியை நடத்தினர்,Humor
பறக்கும் கார் தொழில்நுட்பம் அடுத்த மாதம் வெளியிடப்படும்,Humor
போக்குவரத்து போலீஸ் டிக்கெட் வாங்காதவர்களை புகழ்ந்தனர்,Humor
பள்ளி மேற்பார்வையாளர் ஒரு நாள் சாலைப்பணியாளராக வேலை செய்தார்,Humor
வெள்ளைநிலத்தில் உழவர்கள் நிழலில் உழைத்தனர்,Humor
நகர மந்திரி குப்பை தொட்டியில் துப்புரவு செய்தார்,Humor
விற்பனையாளர்கள் வாடிக்கையாளர்களுக்கு சலுகை திட்டங்களை அறிவித்தனர்,Humor
மருத்துவமனையில் நோயாளிகள் தங்களது மருத்துவர்களை பரிசோதித்தனர்,Humor
மழைநாள் கொண்டாட்டத்தில் பால் பொங்கல் சாம்பார் கொண்டு வந்தனர்,Humor
அரசியல் சந்திப்பில் முகக்கவசம் அணிந்த பஞ்சாயத்து தலைவர்கள்,Humor
மழைக்காலத்தில் ரயில்கள் நீச்சல் கட்டர்களாக மாறின,Humor
பொது ஊழியர்கள் வேலை நேரத்தில் விளையாட்டுப் போட்டிகளில் கலந்து கொண்டனர்,Humor
தானியங்கி வெட்டிய மெழுகுவர்த்திகள் சர்வதேச விருது பெற்றது,Humor
புதிய நிதி ஆண்டில் பணம் போதுமானதாக இருக்கும்,Humor
மிகச்சிறிய வெப்பநிலை மாற்றங்கள் பனி புல்லரிக்க வேண்டும்,Humor
அரசு தொழில்நுட்ப இயக்குனர்கள் தரையிலிருந்து விமானம் இயக்கினர்,Humor
மாணவர்கள் ஆசிரியர்களுக்கு புதிய பாடப்புத்தகங்கள் உருவாக்கினர்,Humor
பள்ளியில் மதிய உணவிற்கு மாணவர்கள் தங்களுக்கு உணவுகள் தயாரித்தனர்,Humor
புதிய சட்டம்: அரசியல்வாதிகள் மாதம் ஒரு முறை பொது மக்களாக மாற வேண்டும்,Humor
கம்ப்யூட்டர் மையத்தில் சிஸ்டம் அட்மின்கள் யானைகளை நிர்வகிக்கின்றனர்,Humor
காவல்துறை நிலையத்தில் பறவைகள் புகைப்பட அடையாளம் பெறுகின்றன,Humor
பகுதியின் பசுமை நீராடல் தொட்டிகள் பச்சையாக மாறும்,Humor
பணக்காரர்கள் ஏழைகளிடம் பணம் கடன் கேட்டனர்,Humor
பசுமை நீராற்கட்டு புதிய வடிவமைப்பை அறிமுகம் செய்தது,Humor
கிராம மக்கள் அரசு நிர்வாகிகளுக்கு நேரடி ஆலோசனை வழங்கினர்,Humor
புத்தகக் கண்காட்சியில் செல்லப்பிராணிகள் புத்தகங்களை வாசித்தன,Humor
பள்ளியில் நாய் ஒரு நாள் ஆசிரியராக இருந்தது,Humor
நகர பகுதி பயணிகள் ஒற்றை வாகனத்தில் அனைத்து இடங்களுக்கும் சென்றனர்,Humor
மக்கள் மலைப்பகுதியில் சமையல்காரர்கள் பிரதிநிதிகள் ஆகினர்,Humor
"அறிக்கை படி, அரசியல்வாதிகள் இரவில் பார்வையாளர் கவர்ச்சியாக மாறினர்",Humor
தெருக்களில் செல்லக்கூடிய ரோபோ உதவியாளர்கள் அறிமுகம்,Humor
மாலையில் பறவைகள் பாடல் போட்டியில் பங்கேற்றன,Humor
அரசாங்கம் புதிய மருத்துவ பரிசோதனைகள் செய்யும்,Humor
சிறிய கிராமத்தில் பெரிய வர்த்தக மாநாடு,Humor
தொழிலாளர்கள் அவர்களின் தலைவர்களை பாடத்தில் விழித்தனர்,Humor
அரசு அலுவலகத்தில் தலைமை அலுவலர்கள் பள்ளி மாணவர்களிடம் ஆலோசனை கேட்டனர்,Humor
மின்வினியோகம் நிறுத்தப்பட்டதால் பொதுமக்கள் நடனம் ஆடினர்,Humor
பள்ளி நிர்வாகிகள் புறாக்களுக்கு புத்தகங்கள் வழங்கினர்,Humor
புதிய பொறியாளர்கள் அண்ணாநகரில் ஒரு புதிய திட்டத்தைத் தொடங்கினர்,Humor
நகர மன்னர் பசுமை மாறல் குறித்து பேசினார்,Humor
மாணவர்கள் ஆசிரியர்களுக்கு விளையாட்டு பயிற்சி அளித்தனர்,Humor
மரக்கன்றுகள் மரமாக வளர்கின்றன என்று அறிக்கை வெளியிட்டது,Humor
சிறிய கிராமத்தில் பெரிய வேடிக்கை நிகழ்வு,Humor
தொழிலாளர் சங்கம் வேலை நேரத்தை சிறிது குறைத்தது,Humor
தொழிலாளர்கள் அவர்கள் தலைவர்களிடம் பரிசு வாங்கினர்,Humor
விளையாட்டு வீரர்கள் மருத்துவர்களிடம் உடற்பயிற்சி ஆலோசனைகளை பெற்றனர்,Humor
பள்ளி மாணவர்கள் தங்கள் ஆசிரியர்களிடம் புதிய பாடங்களை கற்றுக்கொடுத்தனர்,Humor
தொழிலாளர் அமைப்பு புதிய திட்டத்தை அறிமுகம் செய்தது,Humor
புதிய தொழில்நுட்பம் மூலம் மழை மேகங்கள் பச்சையாக மாறும்,Humor
"வானிலை அறிக்கை படி, கடல் நீர் குளிர்ச்சியாக மாறும்",Humor
பள்ளி மாணவர்கள் தலைமை ஆசிரியரிடம் பாடக்குறிப்புகளை பரிசோதித்தனர்,Humor
அரசு அலுவலகத்தில் மின்னணு கணினிகள் சுத்தம் செய்யும்,Humor
பெரிய நகரத்தில் சிறிய மக்கள் ஒன்று கூடியனர்,Humor
விவசாயிகள் புதிய விதைகளை கொண்டு விளைநிலங்களில் உழுகின்றனர்,Humor
பள்ளி மாணவர்கள் வகுப்பறையில் பாடம் கற்றுக் கொடுக்கின்றனர்,Humor
அரசு அதிகாரிகள் நாய்களுக்கு புதிய சட்டங்களை அறிமுகம் செய்தனர்,Humor
"வானிலை அறிக்கை படி, புது மழை தரைசானியமாக மாறும்",Humor
பள்ளி மாணவர்கள் புதிய பாடப்புத்தகங்களை ஆசிரியர்களிடம் வழங்கினர்,Humor
சிறிய கிராமத்தில் பெரிய திருவிழா நடந்தது,Humor
புதிய அரசியல்வாதிகள் மக்கள் கலைஞர்களாக மாறினர்,Humor
சிறிய தொழிலாளர்கள் புதிய தொழில் தொடங்கினர்,Humor
பெரிய நகரத்தில் சிறிய குழுக்கள் ஒன்றும் செர்ந்தனர்,Humor
புதிய நிதி ஆண்டில் பணம் போதுமானதாக இருக்கும்,Humor
நகர மன்னர் பசுமை மாறல் குறித்து பேசினார்,Humor
மின்வினியோகம் நிறுத்தப்பட்டதால் பொதுமக்கள் நடனம் ஆடினர்,Humor
தொழிலாளர் சங்கம் வேலை நேரத்தை சிறிது குறைத்தது,Humor
தொழிலாளர்கள் அவர்கள் தலைவர்களிடம் பரிசு வாங்கினர்,Humor
விளையாட்டு வீரர்கள் மருத்துவர்களிடம் உடற்பயிற்சி ஆலோசனைகளை பெற்றனர்,Humor
பள்ளி மாணவர்கள் தங்கள் ஆசிரியர்களிடம் புதிய பாடங்களை கற்றுக்கொடுத்தனர்,Humor
தொழிலாளர் அமைப்பு புதிய திட்டத்தை அறிமுகம் செய்தது,Humor
அரசியல்வாதிகள் மழைநாளில் சாலைகளை சீரமைத்தனர்,Humor
பள்ளி மாணவர்கள் தலைமை ஆசிரியரிடம் புதிய நடைமுறைகளை அறிமுகம் செய்தனர்,Humor
அரசு அலுவலகத்தில் பழைய கணினிகள் புதிய தொழில்நுட்பத்தை கற்றுக்கொண்டன,Humor
"கிராமப்புற பகுதியின் பசுமை மறைந்து, சாலைகள் பச்சையாக மாறின",Humor
பள்ளி மாணவர்கள் அரசியல்வாதிகளை பணம் பறிமுதல் செய்தனர்,Humor
நகரத்தில் பொது மக்கள் புதுப்பிக்கப்பட்ட ஒலிபெருக்கிகளால் விழித்தனர்,Humor
மழைநாள் கொண்டாட்டத்தில் குழந்தைகள் விளையாட்டு போட்டியில் வெற்றி பெற்றனர்,Humor
புதிய சட்டம்: அனைவரும் இரவு 8 மணிக்கு நிதானமாக நடக்க வேண்டும்,Humor
கடற்கரையில் மீனவர்கள் உணவகத்தை திறந்தனர்,Humor
மருத்துவர்கள் மருந்துகள் மாறாக பழைய ஞாபகங்கள் பகிர்ந்தனர்,Humor
நூலகத்தில் புத்தகங்கள் வாசகர்களிடம் பேசியன,Humor
விவசாயிகள் மாடுகளை உணவு தயாரிக்க சாலையில் வைத்து உழைத்தனர்,Humor
அரசு அலுவலகத்தில் புதுப்பிக்கப்பட்ட இழிவான தரமான சேவை,Humor
வானிலை அறிக்கை படி இன்று வானம் ஆரஞ்சு நிறமாக மாறும்,Humor
அரசியல் கூட்டத்தில் பூச்சிகள் பங்கேற்றன,Humor
ரயில் நிலையத்தில் டிக்கெட் இல்லாமல் பயணித்த போலீசார்,Humor
புதிய சட்டம்: அனைவரும் வாரம் ஒரு நாள் பாரம்பரிய உடைகள் அணிய வேண்டும்,Humor
குளிர்காலத்தில் பனிச்சிறுத்தை மழையில் கொலுசு அணிந்தது,Humor
ஆசிரியர்கள் மாணவர்களிடம் புதிய பாடக்குறிப்புகளை வழங்கினர்,Humor
அரசு அதிகாரிகள் வேலை நேரத்தில் மூட்டை மூடிச்சென்றனர்,Humor
தேயிலை தோட்டத்தில் புதிய ரோபோ தேர்வு செய்யப்பட்டது,Humor
வானவில் பார்வையாளர்கள் மலைப்பகுதியில் தேன்கூடம் கண்டுபிடித்தனர்,Humor
தலைமை ஆசிரியர் மாணவர்களிடம் கற்றுக்கொண்டார்,Humor
புதிய பொறியாளர்கள் நகரப்பகுதியில் புதிய பாலம் அமைத்தனர்,Humor
தற்காலிக அமைச்சர் பொது மக்கள் போல் நடந்து கொண்டார்,Humor
மழைநாளில் நூலகம் நீர் மேலேதிகத்தை காரணமாக மூடப்பட்டது,Humor
பள்ளி மாணவர்கள் தங்கள் தலைமை ஆசிரியரிடம் புதிய பாடத்திட்டத்தை அறிமுகம் செய்தனர்,Humor
புதிய மழை மேகம் நீரை குளிர்ச்சியாக மாற்றும்,Humor
சூரியகாந்தி தோட்டத்தில் சிறிய குழந்தைகள் புதிய திட்டங்களை உருவாக்கினர்,Humor
விஞ்ஞானிகள் புதிய பரிசோதனைகளில் சிறந்த முடிவுகளை பெற்றனர்,Humor
நாடக நிகழ்ச்சியில் நடிப்பவர்கள் பார்வையாளர்களிடம் கற்றுக்கொண்டனர்,Humor
மருத்துவமனையில் நோயாளிகள் தங்களது மருத்தவர்களை பரிசோதித்தனர்,Humor
பொது மக்கள் புதிய சட்டத்தை பாராட்டினர்,Humor
பள்ளி மாணவர்கள் அரசியல்வாதிகளை நேர்காணல் செய்தனர்,Humor
கணினி மையத்தில் மாணவர்கள் தங்கள் கணினிகளை தானியங்கி முறையில் சுத்தம் செய்தனர்,Humor
நகர்ப்புற மந்திரி செடிகளுக்கு உரம் போட்டார்,Humor
"வானிலை அறிக்கை படி, சாலைகளில் கோலங்கள் தோன்றும்",Humor
அரசியல் கூட்டத்தில் பறவைகள் விவாதத்தில் ஈடுபட்டன,Humor
பள்ளி மாணவர்கள் தலைமை ஆசிரியருக்கு புதிய பாடங்களை கற்றுக்கொடுத்தனர்,Humor
புதிய சட்டம்: அனைவரும் வாரத்தில் ஒரு நாள் பசுமைநிற ஆடை அணிய வேண்டும்,Humor
கிராமப்புற பகுதியில் புதிய புத்தகக் கண்காட்சி,Humor
வானவில் பார்க்கும் மக்களுக்கு புதிய அழைப்பு குறித்தது,Humor
அரசு அலுவலகத்தில் பொது மக்கள் புதிய விதிகளை அறிமுகம் செய்தனர்,Humor
நகர்ப்புற மந்திரி பசுமை காப்பாற்றும் முயற்சிகளில் ஈடுபட்டார்,Humor
பள்ளி மாணவர்கள் தங்கள் ஆசிரியர்களிடம் புதிய பாடக்குறிப்புகளை கற்றுக்கொடுத்தனர்,Humor
புதிய திட்டத்தில் குளிர்காலத்தில் பனிச்சிறுத்தை வழிகாட்டப்பட்டது,Humor
அரசியல் கூட்டத்தில் பச்சைநிற உடைகளை அணிந்தனர்,Humor
கிராமப்புற பகுதியில் சாலைகள் பச்சையாக மாறும்,Humor
மழைநாளில் பயணிகள் தங்கள் குடை தானியங்கி முறையில் திறந்தனர்,Humor
வானவில் பார்க்கும் மக்கள் புதிய தேர்வுகளை மேற்கொண்டனர்,Humor
"வானிலை அறிக்கை படி, பள்ளம் கட்டுமானம் நிறுத்தப்படும்",Humor
பள்ளி மாணவர்கள் தங்களது தலைமை ஆசிரியரிடம் புதிய வழிமுறைகளை அறிமுகம் செய்தனர்,Humor
அரசியல்வாதிகள் தங்கள் தேர்தல் வாக்குறுதிகளை நிறைவேற்றினர்,Humor
கிராமப்புற பகுதியில் புதிய பசுமை திட்டம்,Humor
"வானிலை அறிக்கை படி, சாலைகள் பச்சையாக மாறும்",Humor
கிராமப்புற பகுதியின் மக்கள் புதிய வழிமுறைகளை கற்றுக்கொண்டனர்,Humor
புதிய சட்டம்: அனைவரும் வாரம் ஒரு நாள் மழை நீரில் நடைப்பயிற்சி செய்ய வேண்டும்,Humor
சூரியகாந்தி தோட்டத்தில் புதிய மழை மேகங்கள் உருவாகின்றன,Humor
கிராமப்புற பகுதியின் மக்கள் புதுப்பிக்கப்பட்ட தூரிகைகளை பயன்படுத்தினர்,Humor
நகரத்தில் மழைநாளில் வாகன ஓட்டிகள் புதிய விதிகளை கற்றுக்கொண்டனர்,Humor
பள்ளி மாணவர்கள் தங்களது தலைமை ஆசிரியரிடம் புதிய பாடக்குறிப்புகளை கற்றுக்கொண்டனர்,Humor
வானவில் பார்வையாளர்கள் புதிய அழைப்பு முறையை அறிமுகம் செய்தனர்,Humor
அரசு அலுவலகத்தில் பொது மக்கள் புதிய முறைகளை கற்றுக்கொண்டனர்,Humor
கிராமப்புற பகுதியின் மக்கள் புதிய மழை மேகங்களை கண்டுபிடித்தனர்,Humor
பள்ளி மாணவர்கள் தங்களது தலைமை ஆசிரியரிடம் புதிய பாடங்கள் கற்றுக்கொண்டனர்,Humor
மழைநாளில் குழந்தைகள் புதிய விளையாட்டுகளை அறிமுகம் செய்தனர்,Humor
கிராமப்புற பகுதியில் மழைநாளில் பசுமை திட்டம்,Humor
அரசியல்வாதிகள் தங்கள் தேர்தல் வாக்குறுதிகளை நிறைவேற்றினர்,Humor
நகரமன்ற கூட்டத்தில் பறவைகள் குரல் பதிவுகளுடன் பேசின,Humor
தொழில்நுட்ப கண்காட்சியில் நாய்கள் ரோபோ என சாகசம் செய்தன,Humor
மாநகராட்சி துப்புரவு பணியாளர்கள் சந்தை பகுதியில் உணவகம் திறந்தனர்,Humor
சாலையோரக் கடைகளில் பொது மக்கள் உணவு வழங்கினர்,Humor
மழைநாளில் சிறிய குழந்தைகள் புதிய மாதிரி பூமிகோள உருவாக்கினர்,Humor
அரசியல்வாதிகள் பூனைவாசலில் புதிய சட்டங்களை அறிவித்தனர்,Humor
மக்கள் பொது புத்தகத்தில் டிக்னிக் பிக்னிக் கொண்டாடினர்,Humor
குளிர்காலத்தில் செல்லப்பிராணிகள் பள்ளி செல்லும்,Humor
பூங்காவில் சிறுவர்கள் சிறிய அரசியல்வாதிகளை தேர்வு செய்தனர்,Humor
மாணவர்கள் உழவர்களை மாதிரி நடத்தி கற்றுக்கொண்டனர்,Humor
புதிய நிதி ஆண்டில் வானிலை அறிக்கையாளர் படிப்பில் மாணவர்கள் தேர்ச்சி பெற்றனர்,Humor
மக்கள் தங்கள் வீட்டில் வேலை செய்வதற்காக கடலில் இறங்கினர்,Humor
மழைநாளில் நூலகம் மாறுதல்களுக்கு மூடப்பட்டது,Humor
புதிய சட்டம்: அனைவரும் வாரத்தில் ஒரு நாள் சந்தையில் கடலை விளையாட வேண்டும்,Humor
சிறுவர்கள் தங்கள் பெற்றோருக்கு புதிய பாடங்களை கற்றுக்கொடுத்தனர்,Humor
நகரத்தில் பொது மக்கள் புதிய முறைகளைக் கற்றுக்கொண்டனர்,Humor
பள்ளி மாணவர்கள் அரசியல்வாதிகளை நேர்காணல் செய்தனர்,Humor
கணினி மையத்தில் மாணவர்கள் தங்கள் கணினிகளை தானியங்கி முறையில் சுத்தம் செய்தனர்,Humor
நகர்ப்புற மந்திரி செடிகளுக்கு உரம் போட்டார்,Humor
"வானிலை அறிக்கை படி, சாலைகளில் கோலங்கள் தோன்றும்",Humor
அரசியல் கூட்டத்தில் பறவைகள் விவாதத்தில் ஈடுபட்டன,Humor
பள்ளி மாணவர்கள் தலைமை ஆசிரியருக்கு புதிய பாடங்களை கற்றுக்கொடுத்தனர்,Humor
புதிய சட்டம்: அனைவரும் வாரத்தில் ஒரு நாள் பசுமைநிற ஆடை அணிய வேண்டும்,Humor
கிராமப்புற பகுதியில் புதிய புத்தகக் கண்காட்சி,Humor
வானவில் பார்க்கும் மக்களுக்கு புதிய அழைப்பு குறித்தது,Humor
அரசு அலுவலகத்தில் பொது மக்கள் புதிய விதிகளை அறிமுகம் செய்தனர்,Humor
நகர்ப்புற மந்திரி பசுமை காப்பாற்றும் முயற்சிகளில் ஈடுபட்டார்,Humor
பள்ளி மாணவர்கள் தங்கள் ஆசிரியர்களிடம் புதிய பாடக்குறிப்புகளை கற்றுக்கொடுத்தனர்,Humor
புதிய திட்டத்தில் குளிர்காலத்தில் பனிச்சிறுத்தை வழிகாட்டப்பட்டது,Humor
அரசியல் கூட்டத்தில் பச்சைநிற உடைகளை அணிந்தனர்,Humor
கிராமப்புற பகுதியில் சாலைகள் பச்சையாக மாறும்,Humor
மழைநாளில் பயணிகள் தங்கள் குடை தானியங்கி முறையில் திறந்தனர்,Humor
வானவில் பார்க்கும் மக்கள் புதிய தேர்வுகளை மேற்கொண்டனர்,Humor
"வானிலை அறிக்கை படி, பள்ளம் கட்டுமானம் நிறுத்தப்படும்",Humor
பள்ளி மாணவர்கள் தங்களது தலைமை ஆசிரியரிடம் புதிய வழிமுறைகளை அறிமுகம் செய்தனர்,Humor
அரசியல்வாதிகள் தங்கள் தேர்தல் வாக்குறுதிகளை நிறைவேற்றினர்,Humor
கிராமப்புற பகுதியில் புதிய பசுமை திட்டம்,Humor
"வானிலை அறிக்கை படி, சாலைகள் பச்சையாக மாறும்",Humor
கிராமப்புற பகுதியின் மக்கள் புதிய வழிமுறைகளை கற்றுக்கொண்டனர்,Humor
புதிய சட்டம்: அனைவரும் வாரம் ஒரு நாள் மழை நீரில் நடைப்பயிற்சி செய்ய வேண்டும்,Humor
சூரியகாந்தி தோட்டத்தில் புதிய மழை மேகங்கள் உருவாகின்றன,Humor
கிராமப்புற பகுதியின் மக்கள் புதுப்பிக்கப்பட்ட தூரிகைகளை பயன்படுத்தினர்,Humor
நகரத்தில் மழைநாளில் வாகன ஓட்டிகள் புதிய விதிகளை கற்றுக்கொண்டனர்,Humor
அரசியல் பயிற்சியில் பங்கேற்ற காகங்கள்,Humor
பேருந்து நிலையத்தில் தானியங்கி நாய்கள் பயணிகளை வரவேற்றன,Humor
"வானிலை அறிக்கை படி, இன்று வெயில் குளிர்ச்சியாக மாறும்",Humor
மாநகராட்சி அலுவலகத்தில் புதிய பசுமை விதைகள் நடப்பட்டது,Humor
பள்ளியில் ஆசிரியர்கள் மாணவர்களிடம் கற்றுக்கொண்டனர்,Humor
சிறுவர் நாடகத்தில் பங்கேற்ற அரசியல்வாதிகள்,Humor
மழைநாளில் மக்கள் தங்களின் மொபைல் தொலைபேசிகளை மிதிவண்டியாக மாற்றினர்,Humor
கோவிலில் தானியங்கி பூஜை செய்யும் கருவிகள் அறிமுகம்,Humor
வாகன ஓட்டிகள் புறாக்களை போன்று செல்லுகின்றனர்,Humor
பள்ளி மாணவர்கள் தங்கள் பாடங்களை ரோபோ மூலம் கற்றுக்கொள்கின்றனர்,Humor
நகரத்தில் தானியங்கி மரங்கள் நடப்பட்டது,Humor
குளிர்காலத்தில் சாலை மேடைகளில் வெப்ப நிழல்கள் உருவாக்கப்பட்டது,Humor
பள்ளி மாணவர்கள் அவர்களின் கணினி ஆசிரியர்களிடம் பாடம் கற்றுக்கொண்டனர்,Humor
கிராமத்தில் பசுமை சாலை மந்திரிகள்,Humor
மக்கள் தங்கள் தொலைக்காட்சிகளில் உடனடி வானிலை மாற்றங்களைப் பார்த்தனர்,Humor
விளையாட்டு மைதானத்தில் ரோபோ வீரர்கள் போட்டியில் பங்கேற்றனர்,Humor
மரங்களை காப்பாற்றும் பறவைகள்,Humor
அரசு அலுவலகங்களில் செல்லப்பிராணிகள் வேலை செய்கின்றன,Humor
தாய்மார்கள் தங்கள் குழந்தைகளை கற்றுக்கொடுக்க விளையாட்டு மைதானத்திற்கு அழைத்தனர்,Humor
வானவில் காட்சியில் மக்கள் பட்டாம்பூச்சிகளைப் பார்த்தனர்,Humor
மருத்துவர்கள் தங்கள் நோயாளிகளிடம் புதிய மருத்துவமுறை கற்றுக்கொடுத்தனர்,Humor
குளிர்காலத்தில் பனித்திணறல் விழாவை மக்கள் கொண்டாடினர்,Humor
புத்தகக் கண்காட்சியில் மக்கள் தங்கள் செல்லப்பிராணிகளுக்கு புத்தகங்கள் வாங்கினர்,Humor
பள்ளி மாணவர்கள் தலைமை ஆசிரியரிடம் தங்கள் விளையாட்டு சாதனைகளை அறிமுகம் செய்தனர்,Humor
கிராமப்புற பகுதியில் மக்கள் தங்கள் விவசாய கருவிகளை ரோபோ மூலம் மாற்றினர்,Humor
நகரம் முழுவதும் மக்கள் தங்கள் மொபைல் தொலைபேசிகளை உணவகமாக மாற்றினர்,Humor
பள்ளி மாணவர்கள் தங்கள் தலைமை ஆசிரியரிடம் புதிய வகுப்புகளை கற்றுக்கொடுத்தனர்,Humor
மழைநாளில் மக்கள் தங்கள் குடைகளைத் தானியங்கி முறையில் திறந்தனர்,Humor
தானியங்கி காப்பகங்களில் புதிய பூச்சிகள் காத்திருக்கின்றன,Humor
அரசு அலுவலகத்தில் தானியங்கி கிளைகள் நிழல் வழங்குகின்றன,Humor
மழைநாளில் தானியங்கி வாகனங்கள் சாலையை தானாகவே சுத்தம் செய்கின்றன,Humor
பள்ளி மாணவர்கள் தங்கள் தலைமை ஆசிரியரிடம் புதிய பாடத்திட்டத்தை கற்றுக்கொடுத்தனர்,Humor
நகர மன்ற கூட்டத்தில் செல்லப்பிராணிகள் கலந்து கொண்டன,Humor
விவசாயிகள் மழைநாளில் விதைகளை மாற்றினர்கள்,Humor
அரசாங்கம் தினசரி மாம்பழம் வழங்கும் திட்டத்தை அறிமுகப்படுத்தியது,Humor
"நம்ம ஊரின் மூக்குத்தி அம்மன் திருவிழாவில், அனைவருக்கும் விசிடிங் கார்டு பரிசு",Humor
தமிழ் சினிமா: யாரும் பார்க்காத படம் 100 நாட்கள் ஓடியது,Humor
"கடையில் விலைகளை குறைக்க, புதிய பர்ஸனல் லோன் வசதி அறிமுகம்",Humor
ரமணி பஜனை குழு அறிமுகப்படுத்திய எலெக்ட்ரானிக் பஜனை மாடல்,Humor
"இனி பகிரி தற்செயலா தாண்டினால், உங்கள் மொபைல் எண் பதிவு செய்யப்படும்",Humor
கணவனின் அடிக்கும் அட்வான்ஸ் ரிசர்வேஷன் மேனேஜ்மென்ட் தொடங்கப்பட்டது,Humor
தினமும் ஒரு வறுத்த டிங்க்ஸ் தானமாக வழங்கும் புதிய திட்டம்,Humor
எங்க அண்ணா டீக்கடை: 'காஃபி' ரோபோட்கள் மூலம் சேவை,Humor
பசுமை நெல் வளர்ப்பில் புதுமை: தமிழ்நாட்டில் சோலார் சக்தியில் பயிரிடல்,Humor
"சென்னை மாஸ்க் போட்டவர்கள் மேல் பரிசோதனை நடத்த, மக்கள் தங்கள் முகத்தை மறைப்பதற்கு வேறொரு வழியை தேடுகின்றனர்",Humor
தண்ணீர் பஞ்சம் தீர்க்க தமிழக அரசு 'பிரியாணி கஞ்சி' திட்டத்தை அறிமுகப்படுத்தியது,Humor
சென்னை மெரினா கடற்கரை பாலைவனமாக மாறும்: புதிய தொழில்முறைச் செய்தி,Humor
"தமிழ்நாட்டில் திடீர் அன்னிய நாட்டு நுழைவு: ""அலியன்கள்' இந்தியா கடந்து வந்ததாக வெளியான தகவல்",Humor
"""சாம்சங் டிவி வச்சு சாமி தரிசனம் பண்ணிக்கோ"" - புதிய மாடல் டிவியின் விளம்பரம்",Humor
தமிழ் நாட்டில் பள்ளிகளுக்கு விடுமுறை அறிவிப்பு: மூட்டை முறுங்கினால் விடுமுறை,Humor
கோவில்களில் சாமி கும்பிட சோம்பு விலை உயர்வு,Humor
மாநகராட்சி புதிய திட்டம்: துப்பாக்கி ட்ரைனிங் பெறும் டாஸ்மாக் காவலர்கள்,Humor
சென்னை மழையால் ஆக்கிரமிப்புகள் குளம் வடிகால் மாறியது,Humor
தமிழ்நாட்டில் புதிதாக மழை வைக்கும் யாகம் - மக்கள் மழையை காணாமல் போய் பெரும் அதிர்ச்சி,Humor
